present_phon	past_phon	freq	present_orth	past_orth	class
drÈIft	drÈIft«d	573	drift	drifted	reg
dIpÈEnd	dIpÈEnd«d	572	depend		reg
bÈor	bÈord	568	bore	bored	reg
dIstÈINgwIS	dIstÈINgwISt	568	distinguish	distinguished	reg
dÈYn	dÈYnd	563	dine	dined	reg
k«nsÈÃlt	k«nsÈÃlt«d	562	consult	consulted	reg
SÈak	SÈakt	562	shock	shocked	reg
rItÈYÕ	rItÈYÕd	561	retire	retired	reg
trÈÃb«l	trÈÃb«ld	560	trouble	troubled	reg
grÈit	grÈit«d	559	greet	greeted	reg
fÈIS	fÈISt	557	fish	fished	reg
ÈIl«stret	ÈIl«stret«d	557	illustrate	illustrated	reg
lÈN	lÈNd	556	long	longed	reg
hÈYÕ	hÈYÕd	555	hire	hired	reg
mÈQC	mÈQCt	555	match	matched	reg
trQnsfÈÕ	trQnsfÈÕd	555	transfer	transferred	reg
bÈaro	bÈarod	554	borrow	borrowed	reg
gÈez	gÈezd	552	gaze	gazed	reg
rImÈark	rImÈarkt	552	remark	remarked	reg
stÈor	stÈord	551	store	stored	reg
IntÈYt«l	IntÈYt«ld	549	entitle	entitled	reg
lÈip	lÈEpt	549	leap	leaped	irreg
k«nvÈIns	k«nvÈInst	548	convince	convinced	reg
IksplÈOt	IksplÈOt«d	548	exploit	exploited	reg
bÈEg	bÈEgd	546	beg	begged	reg
sÈY	sÈYd	546	sigh	sighed	reg
CÈQl«nJ	CÈQl«nJd	545	challenge	challenged	reg
fÈWnd	fÈWnd«d	544	found	founded	reg
kÈQlkjUlet	kÈQlkjUlet«d	542	calculate	calculated	reg
hÈEz«tet	hÈEz«tet«d	540	hesitate	hesitated	reg
IlÈIm«net	IlÈIm«net«d	539	eliminate	eliminated	reg
vjÈu	vjÈud	539	view	viewed	reg
plÈQnt	plÈQnt«d	538	plant	planted	reg
wÈe	wÈed	538	weigh	weighed	reg
fÈstÕ	fÈstÕd	535	foster	fostered	reg
ÃndÕtÈek	ÃndÕtÈUk	535	undertake	undertook	irreg
drÈen	drÈend	534	drain	drained	reg
mÈarC	mÈarCt	534	march	marched	reg
rIspÈEkt	rIspÈEkt«d	533	respect	respected	reg
stÈart«l	stÈart«ld	532	startle	startled	reg
InvÈEst	InvÈEst«d	525	invest	invested	reg
lÈQnd	lÈQnd«d	524	land	landed	reg
lÈIst	lÈIst«d	524	list	listed	reg
kÈanst«tut	kÈanst«tut«d	523	constitute	constituted	reg
ÈEksÕsYz	ÈEksÕsYzd	522	exercise	exercised	reg
spÈOl	spÈOld	522	spoil	spoiled	reg
spÈOl	spÈOlt	522	spoil	spoilt	irreg
«dvÈQns	«dvÈQnst	521	advance	advanced	reg
rÈEnt	rÈEnt«d	520	rent	rented	reg
s«stÈen	s«stÈend	519	sustain	sustained	reg
k«lÈQps	k«lÈQpst	518	collapse	collapsed	reg
k«ndÈEm	k«ndÈEmd	518	condemn	condemned	reg
ger«ntÈi	ger«ntÈid	516	guarantee	guaranteed	reg
tÈerIfY	tÈerIfYd	516	terrify	terrified	reg
prIdÈIkt	prIdÈIkt«d	515	predict	predicted	reg
hÈÃnt	hÈÃnt«d	514	hunt	hunted	reg
trQnsfÈorm	trQnsfÈormd	512	transform	transformed	reg
trÈEmb«l	trÈEmb«ld	512	tremble	trembled	reg
k«nstrÈÃkt	k«nstrÈÃkt«d	511	construct	constructed	reg
lÈYn	lÈYnd	511	line	lined	reg
strÈENT«n	strÈENT«nd	511	strengthen	strengthened	reg
riÈQkt	riÈQkt«d	510	react	reacted	reg
JÈÃst«fY	JÈÃst«fYd	509	justify	justified	reg
k«mÈQnd	k«mÈQnd«d	508	command	commanded	reg
fÈIgjÕ	fÈIgjÕd	507	figure	figured	reg
snÈQp	snÈQpt	506	snap	snapped	reg
prÈe	prÈed	505	pray	prayed	reg
bÈQk	bÈQkt	504	back	backed	reg
f«lfÈIl	f«lfÈIld	504	fulfil	fulfilled	reg
bÈQl«ns	bÈQl«nst	501	balance	balanced	reg
wÈip	wÈEpt	499	weep		irreg
krÈItIsYz	krÈItIsYzd	498	criticize	criticized	reg
hÈit	hÈit«d	498	heat	heated	reg
rÈEJIstÕ	rÈEJIstÕd	498	register	registered	reg
skwÈiz	skwÈizd	497	squeeze	squeezed	reg
mQnjUfÈQkCÕ	mQnjUfÈQkCÕd	496	manufacture	manufactured	reg
pÈoz	pÈozd	496	pose	posed	reg
lÈod	lÈod«d	493	load	loaded	reg
bÈYt	bÈIt	492	bite	bit	irreg
pÈir	pÈird	492	peer	peered	reg
grÈYnd	grÈWnd	491	grind	ground	irreg
Int«rÈÃpt	Int«rÈÃpt«d	491	interrupt	interrupted	reg
dÈÃb«l	dÈÃb«ld	490	double	doubled	reg
«blÈYJ	«blÈYJd	490	oblige	obliged	reg
klÈIN	klÈÃN	489	cling	clung	irreg
lÈEnd	lÈEnt	489	lend	lent	irreg
IksplÈor	IksplÈord	487	explore	explored	reg
flÈQS	flÈQSt	486	flash	flashed	reg
Èo	Èod	486	owe	owed	reg
flÈi	flÈEd	482	flee	fled	irreg
grÈIn	grÈInd	479	grin	grinned	reg
dIzÈÕv	dIzÈÕvd	475	deserve	deserved	reg
fÈevÕ	fÈevÕd	473	favour	favoured	reg
obÈe	obÈed	473	obey	obeyed	reg
strÈEs	strÈEst	473	stress	stressed	reg
k«mpÈoz	k«mpÈozd	472	compose	composed	reg
rÈenJ	rÈenJd	471	range	ranged	reg
«mjÈuz	«mjÈuzd	470	amuse	amused	reg
k«mpÈit	k«mpÈit«d	469	compete	competed	reg
«JÈÃst	«JÈÃst«d	468	adjust	adjusted	reg
krÈip	krÈEpt	466	creep	crept	irreg
«pÈOnt	«pÈOnt«d	465	appoint	appointed	reg
dIfÈit	dIfÈit«d	465	defeat	defeated	reg
dImÈInIS	dImÈInISt	465	diminish	diminished	reg
«dÈQpt	«dÈQpt«d	464	adapt	adapted	reg
k«nfrÈÃnt	k«nfrÈÃnt«d	464	confront	confronted	reg
InkwÈYÕ	InkwÈYÕd	464	inquire	inquired	reg
pr«tÈEst	pr«tÈEst«d	463	protest	protested	reg
kÈul	kÈuld	461	cool	cooled	reg
ImbÈer«s	ImbÈer«st	461	embarrass	embarrassed	reg
kÈQpCÕ	kÈQpCÕd	460	capture	captured	reg
dIlÈe	dIlÈed	459	delay	delayed	reg
gÈYd	gÈYd«d	459	guide	guided	reg
IntÈÕprIt	IntÈÕprIt«d	459	interpret	interpreted	reg
spÈIn	spÈÃn	458	spin	span	irreg
k«nfÈEs	k«nfÈEst	456	confess	confessed	reg
trÈQp	trÈQpt	456	trap	trapped	reg
krÈl	krÈld	454	crawl	crawled	reg
rIzÈEmb«l	rIzÈEmb«ld	453	resemble	resembled	reg
nIglÈEkt	nIglÈEkt«d	452	neglect	neglected	reg
grÈQsp	grÈQspt	451	grasp	grasped	reg
rIzÈalv	rIzÈalvd	451	resolve	resolved	reg
rIvÈÕs	rIvÈÕst	450	reverse	reversed	reg
dIsÈEnd	dIsÈEnd«d	448	descend	descended	reg
drÈWn	drÈWnd	448	drown	drowned	reg
bÈEt	bÈEt	447	bet	betted	irreg
ImbrÈes	ImbrÈest	446	embrace	embraced	reg
hÈeri	hÈerid	446	harry	harried	reg
mÈÕdÕ	mÈÕdÕd	445	murder	murdered	reg
kÈamEnt	kÈamEnt«d	444	comment	commented	reg
SrÈÃg	SrÈÃgd	444	shrug	shrugged	reg
wÈund	wÈund«d	444	wound	wounded	reg
dÈet	dÈet«d	442	date	dated	reg
pÈark	pÈarkt	442	park	parked	reg
«bJÈEkt	«bJÈEkt«d	439	object	objected	reg
IvÈalv	IvÈalvd	438	evolve	evolved	reg
dItÈEkt	dItÈEkt«d	436	detect	detected	reg
mÈElt	mÈElt«d	436	melt	melted	reg
smÈQS	smÈQSt	436	smash	smashed	reg
InhÈerIt	InhÈerIt«d	435	inherit	inherited	reg
IksCÈenJ	IksCÈenJd	433	exchange	exchanged	reg
blÈid	blÈEd	432	bleed	bled	irreg
k«nfÈYn	k«nfÈYnd	431	confine	confined	reg
dIzÈYÕ	dIzÈYÕd	430	desire	desired	reg
rÈuIn	rÈuInd	430	ruin	ruined	reg
tÈQk«l	tÈQk«ld	430	tackle	tackled	reg
skrÈQC	skrÈQCt	429	scratch	scratched	reg
wÈorm	wÈormd	429	warm	warmed	reg
InspÈYÕ	InspÈYÕd	428	inspire	inspired	reg
pÕsÈIst	pÕsÈIst«d	428	persist	persisted	reg
ÃndÕlÈY	ÃndÕlÈe	428	underlie	underlay	irreg
«rÈWz	«rÈWzd	427	arouse	aroused	reg
k«mjÈunIket	k«mjÈunIket«d	427	communicate	communicated	reg
s«bmÈIt	s«bmÈIt«d	427	submit	submitted	reg
fÈYnQns	fÈYnQnst	426	finance	financed	reg
«sÈEmb«l	«sÈEmb«ld	425	assemble	assembled	reg
blÈak	blÈakt	425	block	blocked	reg
brÈÃS	brÈÃSt	425	brush	brushed	reg
flÈIN	flÈÃN	425	fling	flung	irreg
rIzÈYn	rIzÈYnd	424	resign	resigned	reg
bÈek	bÈekt	423	bake	baked	reg
k«nsÈum	k«nsÈumd	423	consume	consumed	reg
k«nsÈÕn	k«nsÈÕnd	421	concern	concerned	reg
pÈÃnIS	pÈÃnISt	421	punish	punished	reg
ÃpsÈEt	ÃpsÈEt	418	upset		irreg
«sÈEs	«sÈEst	417	assess	assessed	reg
dIstrÈIbjut	dIstrÈIbjut«d	417	distribute	distributed	reg
skÈor	skÈord	417	score	scored	reg
dIslÈYk	dIslÈYkt	415	dislike	disliked	reg
IksklÈud	IksklÈud«d	415	exclude	excluded	reg
rIlÈiv	rIlÈivd	415	relieve	relieved	reg
mÈÃtÕ	mÈÃtÕd	414	mutter	muttered	reg
InvÈEst«get	InvÈEst«get«d	412	investigate	investigated	reg
k«mpÈEl	k«mpÈEld	410	compel	compelled	reg
s«prÈEs	s«prÈEst	410	suppress	suppressed	reg
sÈEl«bret	sÈEl«bret«d	409	celebrate	celebrated	reg
dÈIfÕ	dÈIfÕd	408	differ	differed	reg
«sÈÕt	«sÈÕt«d	407	assert	asserted	reg
hÈÕt«l	hÈÕt«ld	407	hurtle	hurtled	reg
k«nvÈe	k«nvÈed	406	convey	conveyed	reg
nÈil	nÈElt	406	kneel	knelt	irreg
nÈil	nÈild	406	kneel	knelt	reg
spÈat	spÈat«d	406	spot	spotted	reg
Èiz	Èizd	404	ease	eased	reg
ÈQn«lYz	ÈQn«lYzd	403	analyse	analysed	reg
fÈok«s	fÈok«st	403	focus	focussed	reg
tÈest	tÈest«d	402	taste	tasted	reg
ovÕlÈUk	ovÕlÈUkt	399	overlook	overlooked	reg
pr«JÈEkt	pr«JÈEkt«d	399	project	projected	reg
InkÈWntÕ	InkÈWntÕd	397	encounter	encountered	reg
«pÈil	«pÈild	396	appeal	appealed	reg
«wÈet	«wÈet«d	396	await	awaited	reg
IksplÈod	IksplÈod«d	396	explode	exploded	reg
rÈEk«n	rÈEk«nd	394	reckon	reckoned	reg
frÈYt«n	frÈYt«nd	392	frighten	frightened	reg
pÕsÈiv	pÕsÈivd	391	perceive	perceived	reg
IntÕrfÈir	IntÕrfÈird	390	interfere	interfered	reg
jÈEl	jÈEld	390	yell	yelled	reg
rÈes	rÈest	389	race	raced	reg
trÈes	trÈest	389	trace	traced	reg
rIzÈEnt	rIzÈEnt«d	388	resent	resented	reg
partÈIsIpet	partÈIsIpet«d	386	participate	participated	reg
rÈor	rÈord	386	roar	roared	reg
kjÈur	kjÈurd	383	cure	cured	reg
stÈÃf	stÈÃft	383	stuff	stuffed	reg
QntÈIs«pet	QntÈIs«pet«d	382	anticipate	anticipated	reg
frÈY	frÈYd	382	fry	fried	reg
fÈEC	fÈECt	381	fetch	fetched	reg
riInfÈors	riInfÈorst	380	reinforce	reinforced	reg
spÈer	spÈerd	379	spare	spared	reg
kÈÃmfÕt	kÈÃmfÕt«d	378	comfort	comforted	reg
frÈÃstret	frÈÃstret«d	378	frustrate	frustrated	reg
ImpÈort	ImpÈort«d	378	import	imported	reg
ÈIntÕvju	ÈIntÕvjud	378	interview	interviewed	reg
pÈalIS	pÈalISt	376	polish	polished	reg
klÈÃC	klÈÃCt	374	clutch	clutched	reg
InspÈEkt	InspÈEkt«d	374	inspect	inspected	reg
rIvjÈu	rIvjÈud	373	review	reviewed	reg
krÈÃS	krÈÃSt	372	crush	crushed	reg
fÈYl	fÈYld	372	file	filed	reg
pÈYl	pÈYld	371	pile	piled	reg
k«nfjÈuz	k«nfjÈuzd	370	confuse	confused	reg
tÈÃk	tÈÃkt	369	tuck	tucked	reg
ÈirItet	ÈirItet«d	366	irritate	irritated	reg
frÈi	frÈid	365	free	freed	reg
tÈEl«fon	tÈEl«fond	365	telephone	telephoned	reg
trÈed	trÈed«d	365	trade	traded	reg
pr«vÈok	pr«vÈokt	364	provoke	provoked	reg
SrÈINk	SrÈQNk	364	shrink	shrank	irreg
SrÈINk	SrÈÃNk	364	shrink	shrunk	irreg
stÈarv	stÈarvd	364	starve	starved	reg
stÈÃmb«l	stÈÃmb«ld	364	stumble	stumbled	reg
CÈes	CÈest	363	chase	chased	reg
«sÈIst	«sÈIst«d	362	assist	assisted	reg
bÈQn	bÈQnd	362	ban	banned	reg
CÈu	CÈud	361	chew	chewed	reg
k«nsÈiv	k«nsÈivd	361	conceive	conceived	reg
nIgÈoSiet	nIgÈoSiet«d	360	negotiate	negotiated	reg
strÈIp	strÈIpt	360	strip	stripped	reg
dÈEk«ret	dÈEk«ret«d	359	decorate	decorated	reg
sÈel	sÈeld	359	sail	sailed	reg
strÈen	strÈend	359	strain	strained	reg
bItrÈe	bItrÈed	358	betray	betrayed	reg
plÈÃnJ	plÈÃnJd	358	plunge	plunged	reg
rÈIsk	rÈIskt	357	risk	risked	reg
tÈs	tÈst	357	toss	tossed	reg
trÈQnslet	trÈQnslet«d	356	translate	translated	reg
wÈik«n	wÈik«nd	356	weaken	weakened	reg
krÈuz	krÈuzd	355	cruise	cruised	reg
pÈÕC«s	pÈÕC«st	355	purchase	purchased	reg
InstÈl	InstÈld	354	install	installed	reg
stÈImjUlet	stÈImjUlet«d	353	stimulate	stimulated	reg
kÈarv	kÈarvd	350	carve	carved	reg
dIpÈart	dIpÈart«d	350	depart	departed	reg
SÈQtÕ	SÈQtÕd	350	shatter	shattered	reg
CÈap	CÈapt	349	chop	chopped	reg
TrÈÃst	TrÈÃst	348	thrust		irreg
bÈEn«fIt	bÈEn«fIt«d	347	benefit	benefited	reg
k«rÈEkt	k«rÈEkt«d	347	correct	corrected	reg
bÈEtÕ	bÈEtÕd	346	better	bettered	reg
brÈid	brÈEd	341	breed	bred	irreg
IkskjÈuz	IkskjÈuzd	341	excuse	excused	reg
gÈÃvÕn	gÈÃvÕnd	340	govern	governed	reg
pÈap	pÈapt	340	pop	popped	reg
dÈQm	dÈQmd	338	damn	damned	reg
flÈÕIS	flÈÕISt	338	flourish	flourished	reg
plÈid	plÈid«d	338	plead	pleaded	reg
dIzÈÕt	dIzÈÕt«d	336	desert	deserted	reg
sÈit	sÈit«d	336	seat	seated	reg
strÈok	strÈokt	336	stroke	stroked	reg
krÈQS	krÈQSt	335	crash	crashed	reg
rIzÈum	rIzÈumd	335	resume	resumed	reg
tÈEmpt	tÈEmpt«d	335	tempt	tempted	reg
dIvÈYz	dIvÈYzd	334	devise	devised	reg
krÈQk	krÈQkt	333	crack	cracked	reg
IndÈur	IndÈurd	332	endure	endured	reg
dIzÈalv	dIzÈalvd	330	dissolve	dissolved	reg
strÈet«n	strÈet«nd	330	straighten	straightened	reg
«sÈYn	«sÈYnd	329	assign	assigned	reg
gÈard	gÈard«d	329	guard	guarded	reg
jÈild	jÈild«d	329	yield	yielded	reg
ÈEko	ÈEkod	328	echo	echoed	reg
rÈEndÕ	rÈEndÕd	328	render	rendered	reg
dIsgÈYz	dIsgÈYzd	327	disguise	disguised	reg
fÈÕnIS	fÈÕnISt	327	furnish	furnished	reg
prÈasEs	prÈasEst	327	process	processed	reg
plÈiz	plÈizd	326	please	pleased	reg
mÈad«fY	mÈad«fYd	325	modify	modified	reg
ÈEJ«ket	ÈEJ«ket«d	324	educate	educated	reg
sÈil	sÈild	324	seal	sealed	reg
swÈe	swÈed	324	sway	swayed	reg
«pÈal«JYz	«pÈal«JYzd	323	apologize	apologized	reg
spÈIl	spÈIld	322	spill	spilled	reg
spÈIl	spÈIlt	322	spill	spilt	irreg
rÈEskju	rÈEskjud	321	rescue	rescued	reg
sÈÃm«n	sÈÃm«nd	321	summon	summoned	reg
kÈant«mplet	kÈant«mplet«d	319	contemplate	contemplated	reg
spÈEl	spÈEld	319	spell	spelled	reg
spÈEl	spÈElt	319	spell	spelt	irreg
s«spÈEnd	s«spÈEnd«d	319	suspend	suspended	reg
ÃndÕgÈo	ÃndÕwÈEnt	319	undergo	underwent	irreg
sÈIvIlYz	sÈIvIlYzd	318	civilize	civilized	reg
mÈÕmÕ	mÈÕmÕd	318	murmur	murmured	reg
kwÈal«fY	kwÈal«fYd	316	qualify	qualified	reg
skrÈu	skrÈud	316	screw	screwed	reg
tÈYt«n	tÈYt«nd	316	tighten	tightened	reg
«nÈO	«nÈOd	315	annoy	annoyed	reg
blÈEs	blÈEst	315	bless	blessed	reg
rÈWnd	rÈWnd«d	314	round	rounded	reg
bÈQtÕ	bÈQtÕd	313	batter	battered	reg
pÈÃmp	pÈÃmpt	312	pump	pumped	reg
«lÈEJ	«lÈEJd	311	allege	alleged	reg
wÈItnIs	wÈItnIst	311	witness	witnessed	reg
ÈInt«gret	ÈInt«gret«d	310	integrate	integrated	reg
«fÈEnd	«fÈEnd«d	310	offend	offended	reg
SÈIvÕ	SÈIvÕd	310	shiver	shivered	reg
pÈEn«tret	pÈEn«tret«d	309	penetrate	penetrated	reg
skÈQtÕ	skÈQtÕd	309	scatter	scattered	reg
dIskÈÕIJ	dIskÈÕIJd	308	discourage	discouraged	reg
snÈQC	snÈQCt	306	snatch	snatched	reg
sÈok	sÈokt	306	soak	soaked	reg
pr«klÈem	pr«klÈemd	305	proclaim	proclaimed	reg
dÈÃmp	dÈÃmpt	304	dump	dumped	reg
rItrÈit	rItrÈit«d	304	retreat	retreated	reg
SÈep	SÈept	304	shape	shaped	reg
trQnzmÈIt	trQnzmÈIt«d	304	transmit	transmitted	reg
bÈYnd	bÈWnd	303	bind	bound	irreg
tÈYp	tÈYpt	303	type	typed	reg
pÈQt	pÈQt«d	302	pat	patted	reg
pÈOz«n	pÈOz«nd	302	poison	poisoned	reg
prÈez	prÈezd	302	praise	praised	reg
«bÈalIS	«bÈalISt	301	abolish	abolished	reg
fÕbÈId	fÕbÈed	301	forbid	forbade	irreg
fÕbÈId	fÕbÈQd	301	forbid	forbade	irreg
rInÈu	rInÈud	301	renew	renewed	reg
«mÈez	«mÈezd	300	amaze	amazed	reg
dÈIp	dÈIpt	300	dip	dipped	reg
IkstrÈQkt	IkstrÈQkt«d	300	extract	extracted	reg
grÈez	grÈezd	300	graze	grazed	reg
hÈUk	hÈUkt	299	hook	hooked	reg
swÈEt	swÈEt«d	299	sweat	sweated	reg
glÈo	glÈod	298	glow	glowed	reg
spÈid	spÈEd	298	speed	speeded	irreg
stÈQmp	stÈQmpt	298	stamp	stamped	reg
frÈWn	frÈWnd	296	frown	frowned	reg
InstrÈÃkt	InstrÈÃkt«d	296	instruct	instructed	reg
mÈÃmb«l	mÈÃmb«ld	296	mumble	mumbled	reg
pr«grÈEs	pr«grÈEst	296	progress	progressed	reg
dIvÈors	dIvÈorst	295	divorce	divorced	reg
fÈQnsi	fÈQnsid	295	fancy	fancied	reg
InkÈorpÕet	InkÈorpÕet«d	295	incorporate	incorporated	reg
slÈQp	slÈQpt	295	slap	slapped	reg
InfÈors	InfÈorst	294	enforce	enforced	reg
fÈQs«net	fÈQs«net«d	294	fascinate	fascinated	reg
rÈir	rÈird	294	rear	reared	reg
sÈIp	sÈIpt	294	sip	sipped	reg
kÈapi	kÈapid	293	copy	copied	reg
rIgrÈEt	rIgrÈEt«d	293	regret	regretted	reg
wÈYnd	wÈWnd	293	wind	wound	irreg
flÈÃd	flÈÃd«d	292	flood	flooded	reg
IndÈÃlJ	IndÈÃlJd	292	indulge	indulged	reg
lÈeb«l	lÈeb«ld	292	label	labelled	reg
tÈIp	tÈIpt	292	tip	tipped	reg
«kjÈumj«let	«kjÈumj«let«d	291	accumulate	accumulated	reg
kÈQmp	kÈQmpt	291	camp	camped	reg
k«ndÈIS«n	k«ndÈIS«nd	291	condition	conditioned	reg
rIwÈord	rIwÈord«d	291	reward	rewarded	reg
bÈQN	bÈQNd	290	bang	banged	reg
bÈUk	bÈUkt	290	book	booked	reg
kÈQns«l	kÈQns«ld	290	cancel	cancelled	reg
gÈIg«l	gÈIg«ld	290	giggle	giggled	reg
glÈim	glÈimd	290	gleam	gleamed	reg
bÈWns	bÈWnst	289	bounce	bounced	reg
Èikw«l	Èikw«ld	289	equal	equalled	reg
InklÈoz	InklÈozd	285	enclose	enclosed	reg
gÈQsp	gÈQspt	285	gasp	gasped	reg
plÈW	plÈWd	285	plough	ploughed	reg
kÈerIkt«rYz	kÈerIkt«rYzd	284	characterize	characterized	reg
ÈÃndÕmYn	ÈÃndÕmYnd	284	undermine	undermined	reg
ÈEmpti	ÈEmptid	283	empty	emptied	reg
IndÈus	IndÈust	282	induce	induced	reg
tÈQp	tÈQpt	282	tap	tapped	reg
«lÈarm	«lÈarmd	281	alarm	alarmed	reg
prÈap	prÈapt	280	prop	propped	reg
bÈW	bÈWd	279	bow	bowed	reg
dIskÈard	dIskÈard«d	279	discard	discarded	reg
ÈQdvÕtYz	ÈQdvÕtYzd	277	advertise	advertised	reg
InvÈed	InvÈed«d	277	invade	invaded	reg
JÈÕk	JÈÕkt	276	jerk	jerked	reg
lÈoket	lÈoket«d	276	locate	located	reg
ÈWtlYn	ÈWtlYnd	276	outline	outlined	reg
sÕprÈYz	sÕprÈYzd	275	surprise	surprised	reg
bÈet	bÈet«d	274	bait	baited	reg
SÈEd	SÈEd	274	shed		irreg
s«rÈEndÕ	s«rÈEndÕd	274	surrender	surrendered	reg
kÈÕl	kÈÕld	273	curl	curled	reg
kÈÕs	kÈÕst	273	curse	cursed	reg
slÈQm	slÈQmd	273	slam	slammed	reg
rÈen	rÈend	272	rain	rained	reg
ri«SÈur	ri«SÈurd	272	reassure	reassured	reg
sÈÃbstItut	sÈÃbstItut«d	272	substitute	substituted	reg
bÈargIn	bÈargInd	271	bargain	bargained	reg
pÈIn	pÈInd	271	pin	pinned	reg
spÈIt	spÈQt	271	spit	spat	irreg
CÈir	CÈird	270	cheer	cheered	reg
rIvÈYv	rIvÈYvd	270	revive	revived	reg
swÈEl	swÈEld	270	swell	swelled	reg
«ksÈEl«ret	«ksÈEl«ret«d	269	accelerate	accelerated	reg
«kÈamplIS	«kÈamplISt	269	accomplish	accomplished	reg
k«ntrÈQkt	k«ntrÈQkt«d	268	contract	contracted	reg
mIslÈid	mIslÈEd	268	mislead	misled	irreg
nÈero	nÈerod	268	narrow	narrowed	reg
IksÈid	IksÈid«d	267	exceed	exceeded	reg
rÈQt«l	rÈQt«ld	266	rattle	rattled	reg
ÃnlÈak	ÃnlÈakt	266	unlock	unlocked	reg
hÈil	hÈild	265	heal	healed	reg
rÈIp	rÈIpt	265	rip	ripped	reg
tÈal«ret	tÈal«ret«d	265	tolerate	tolerated	reg
«kÈam«det	«kÈam«det«d	263	accommodate	accommodated	reg
InÈISiet	InÈISiet«d	263	initiate	initiated	reg
pr«nÈWns	pr«nÈWnst	263	pronounce	pronounced	reg
skrÈQmb«l	skrÈQmb«ld	263	scramble	scrambled	reg
stÈir	stÈird	263	steer	steered	reg
ripr«dÈus	ripr«dÈust	262	reproduce	reproduced	reg
rÈab	rÈabd	262	rob	robbed	reg
wÈÕSIp	wÈÕSIpt	262	worship	worshipped	reg
kowÈordInet	kowÈordInet«d	261	co-ordinate	co-ordinated	reg
dIstÈort	dIstÈort«d	261	distort	distorted	reg
grÈIp	grÈIpt	261	grip	gripped	reg
trÈel	trÈeld	261	trail	trailed	reg
tÈIlt	tÈIlt«d	260	tilt	tilted	reg
dIspÈYz	dIspÈYzd	259	despise	despised	reg
trÈat	trÈat«d	259	trot	trotted	reg
CÈok	CÈokt	258	choke	choked	reg
EntÕtÈen	EntÕtÈend	258	entertain	entertained	reg
dIs«grÈi	dIs«grÈid	257	disagree	disagreed	reg
dIspÈoz	dIspÈozd	257	dispose	disposed	reg
rIkrÈut	rIkrÈut«d	257	recruit	recruited	reg
dikrÈis	dikrÈist	256	decrease	decreased	reg
mÈÃltIplY	mÈÃltIplYd	256	multiply	multiplied	reg
ribÈIld	ribÈIlt	256	rebuild	rebuilt	irreg
k«nsÈid	k«nsÈid«d	255	concede	conceded	reg
rIzÈÕv	rIzÈÕvd	255	reserve	reserved	reg
ÈQdv«ket	ÈQdv«ket«d	254	advocate	advocated	reg
pÈok	pÈokt	254	poke	poked	reg
sÈÕve	sÈÕved	253	survey	surveyed	reg
ÈanÕ	ÈanÕd	252	honour	honoured	reg
sÈQkr«fYs	sÈQkr«fYst	252	sacrifice	sacrificed	reg
kÈÃltIvet	kÈÃltIvet«d	251	cultivate	cultivated	reg
ÈÃtÕ	ÈÃtÕd	251	utter	uttered	reg
CÈit	CÈit«d	250	cheat	cheated	reg
krÈWC	krÈWCt	250	crouch	crouched	reg
InhÈQns	InhÈQnst	250	enhance	enhanced	reg
IksklÈem	IksklÈemd	250	exclaim	exclaimed	reg
rÈak	rÈakt	250	rock	rocked	reg
kÈetÕ	kÈetÕd	249	cater	catered	reg
kÈaNkÕ	kÈaNkÕd	249	conquer	conquered	reg
SÈev	SÈevd	249	shave	shaved	reg
tÈiz	tÈizd	249	tease	teased	reg
IntÕvÈin	IntÕvÈind	247	intervene	intervened	reg
sÈQndwIC	sÈQndwICt	247	sandwich	sandwiched	reg
blÈINk	blÈINkt	246	blink	blinked	reg
hÈnt	hÈnt«d	246	haunt	haunted	reg
hÈWz	hÈWzd	246	house	housed	reg
skwÈer	skwÈerd	246	square	squared	reg
bIwÈIldÕ	bIwÈIldÕd	245	bewilder	bewildered	reg
flÈÃS	flÈÃSt	245	flush	flushed	reg
mÈanItÕ	mÈanItÕd	245	monitor	monitored	reg
wÈiv	wÈov	245	weave		irreg
hÈorIfY	hÈorIfYd	244	horrify	horrified	reg
rIstrÈIkt	rIstrÈIkt«d	244	restrict	restricted	reg
sÈIgn«l	sÈIgn«ld	243	signal	signalled	reg
stÈeJ	stÈeJd	243	stage	staged	reg
dIpÈazIt	dIpÈazIt«d	242	deposit	deposited	reg
hÈiv	hÈivd	242	heave	heaved	reg
«wÈord	«wÈord«d	241	award	awarded	reg
InlÈarJ	InlÈarJd	241	enlarge	enlarged	reg
flÈIkÕ	flÈIkÕd	241	flicker	flickered	reg
wÈYd«n	wÈYd«nd	241	widen	widened	reg
stÈQgÕ	stÈQgÕd	240	stagger	staggered	reg
stÈEm	stÈEmd	239	stem	stemmed	reg
«stÈanIS	«stÈanISt	238	astonish	astonished	reg
rÈeJ	rÈeJd	238	rage	raged	reg
tÈap	tÈapt	238	top	topped	reg
dIsÈiv	dIsÈivd	237	deceive	deceived	reg
hÈl	hÈld	237	haul	hauled	reg
m«nÈIpjUlet	m«nÈIpjUlet«d	237	manipulate	manipulated	reg
mÈon	mÈond	237	moan	moaned	reg
rigÈen	rigÈend	237	regain	regained	reg
strÈYv	strÈov	237	strive	strove	irreg
kÈantQkt	kÈantQkt«d	235	contact	contacted	reg
pÈÃz«l	pÈÃz«ld	235	puzzle	puzzled	reg
«tÈen	«tÈend	234	attain	attained	reg
wÈIp	wÈIpt	234	whip	whipped	reg
